"","Two_yr_Recidivism","Number_of_Priors","Age_Above_FourtyFive","Age_Below_TwentyFive","Misdemeanor","Ethnicity","Sex"
"608","1",0,"0","0","1","Caucasian","Male"
"609","0",1,"0","1","0","Hispanic","Male"
"610","0",0,"0","1","1","Caucasian","Male"
"611","1",0,"0","0","0","Caucasian","Male"
"612","0",0,"1","0","1","Caucasian","Male"
"613","0",1,"0","1","0","Caucasian","Male"
"614","0",1,"0","0","0","Hispanic","Female"
"615","0",0,"0","1","0","African_American","Male"
"616","0",1,"0","0","0","Caucasian","Male"
"617","1",1,"0","1","0","Caucasian","Male"
"618","1",0,"1","0","0","African_American","Male"
"619","1",4,"0","0","0","African_American","Female"
"620","0",2,"1","0","0","African_American","Male"
"621","1",6,"0","1","0","African_American","Male"
"622","0",0,"0","1","0","African_American","Male"
"623","0",0,"0","0","0","African_American","Male"
"624","0",0,"0","1","0","African_American","Male"
"625","0",11,"1","0","0","African_American","Male"
"626","1",10,"0","0","0","African_American","Male"
"627","0",0,"0","1","0","African_American","Male"
"628","0",0,"0","1","1","Caucasian","Female"
"629","0",0,"0","0","0","Other","Male"
"630","1",22,"0","0","0","Caucasian","Male"
"631","1",0,"0","1","0","African_American","Male"
"632","0",0,"1","0","0","Caucasian","Female"
"633","1",7,"0","0","1","African_American","Male"
"634","0",1,"0","0","1","African_American","Female"
"635","0",8,"1","0","0","African_American","Male"
"636","0",10,"0","0","1","African_American","Male"
"637","0",0,"0","0","0","African_American","Female"
"638","1",0,"0","1","0","African_American","Male"
"639","0",3,"0","0","0","African_American","Female"
"640","1",2,"0","1","0","African_American","Male"
"641","1",4,"0","0","0","African_American","Male"
"642","1",19,"1","0","0","African_American","Female"
"643","1",1,"0","1","0","Other","Male"
"644","0",0,"0","1","1","Other","Female"
"645","1",1,"0","1","0","Caucasian","Female"
"646","0",0,"0","1","0","African_American","Female"
"647","0",3,"0","0","1","Native_American","Male"
"648","0",0,"1","0","0","African_American","Female"
"649","0",0,"0","1","0","African_American","Female"
"650","1",5,"0","0","0","African_American","Male"
"651","0",6,"0","0","0","African_American","Male"
"652","0",2,"0","1","1","Other","Male"
"653","1",4,"0","0","0","African_American","Male"
"654","0",1,"0","0","1","African_American","Male"
"655","1",1,"0","0","0","Other","Male"
"656","0",0,"0","0","0","Hispanic","Male"
"657","0",0,"0","0","1","African_American","Male"
"658","1",8,"0","0","0","African_American","Male"
"659","0",0,"0","0","1","Caucasian","Male"
"660","0",0,"1","0","1","Caucasian","Male"
"661","0",4,"0","0","0","African_American","Male"
"662","0",4,"0","0","0","African_American","Female"
"663","1",1,"0","1","1","Caucasian","Male"
"664","1",2,"0","1","0","Caucasian","Male"
"665","1",0,"0","1","0","Caucasian","Male"
"666","0",11,"1","0","0","African_American","Male"
"667","0",0,"1","0","0","Caucasian","Male"
"668","0",0,"0","0","0","Other","Male"
"669","0",3,"0","0","0","African_American","Female"
"670","0",0,"0","0","1","Caucasian","Male"
"671","1",1,"0","1","0","African_American","Male"
"672","0",2,"0","0","1","Caucasian","Male"
"673","1",0,"0","1","0","African_American","Male"
"674","1",22,"0","0","0","African_American","Male"
"675","0",0,"0","1","1","Other","Female"
"676","0",0,"1","0","1","African_American","Male"
"677","0",0,"0","0","0","Other","Male"
"678","0",0,"0","1","0","Caucasian","Male"
"679","1",1,"0","1","1","African_American","Female"
"680","0",1,"0","0","1","African_American","Female"
"681","0",0,"1","0","1","Hispanic","Male"
"682","0",2,"0","0","0","Caucasian","Male"
"683","1",3,"0","0","0","African_American","Male"
"684","0",0,"0","0","1","African_American","Female"
"685","0",0,"0","0","0","African_American","Male"
"686","0",3,"0","0","1","Other","Male"
"687","1",17,"0","0","0","African_American","Male"
"688","1",1,"0","1","0","African_American","Male"
"689","0",7,"0","0","0","African_American","Male"
"690","0",0,"0","1","0","African_American","Male"
"691","0",8,"0","0","0","Caucasian","Male"
"692","1",14,"0","0","0","African_American","Male"
"693","0",0,"0","0","1","African_American","Male"
"694","1",1,"0","0","1","Caucasian","Female"
"695","1",5,"0","0","1","African_American","Male"
"696","0",16,"0","0","0","African_American","Male"
"697","1",1,"0","0","1","Caucasian","Male"
"698","1",0,"0","0","1","Other","Female"
"699","0",0,"0","0","1","Caucasian","Male"
"700","0",2,"1","0","0","Caucasian","Male"
"701","1",3,"0","0","1","African_American","Male"
"702","0",1,"0","1","0","African_American","Female"
"703","0",2,"0","0","1","Caucasian","Male"
"704","1",13,"0","0","0","African_American","Male"
"705","0",0,"0","0","0","Other","Male"
"706","1",0,"0","1","0","Other","Male"
"707","0",20,"0","0","0","African_American","Male"
"708","1",3,"0","0","0","African_American","Male"
"709","1",25,"1","0","0","African_American","Male"
"710","1",1,"0","1","1","African_American","Male"
"711","1",9,"1","0","1","African_American","Male"
"712","1",5,"0","0","0","Caucasian","Male"
"713","1",4,"1","0","1","African_American","Male"
"714","0",4,"0","0","1","African_American","Male"
"715","0",4,"1","0","1","Caucasian","Male"
"716","1",1,"0","0","0","African_American","Male"
"717","0",2,"0","0","1","African_American","Male"
"718","1",6,"0","0","0","African_American","Male"
"719","0",3,"0","0","0","Other","Male"
"720","0",0,"1","0","0","Caucasian","Male"
"721","1",1,"0","1","1","African_American","Male"
"722","1",4,"0","0","1","Caucasian","Male"
"723","1",1,"0","0","1","Caucasian","Female"
"724","0",1,"0","1","0","African_American","Male"
"725","1",1,"0","1","0","African_American","Male"
"726","1",3,"0","1","0","Caucasian","Male"
"727","1",4,"0","0","1","African_American","Male"
"728","0",1,"1","0","0","Caucasian","Male"
"729","1",5,"0","1","0","African_American","Male"
"730","0",0,"0","0","0","Caucasian","Male"
"731","0",0,"1","0","0","Caucasian","Male"
"732","0",7,"0","1","1","African_American","Male"
"733","0",0,"0","1","1","Caucasian","Female"
"734","1",1,"0","1","0","African_American","Male"
"735","0",9,"0","0","1","African_American","Male"
"736","1",5,"0","0","0","African_American","Male"
"737","0",1,"0","1","0","Caucasian","Female"
"738","1",0,"0","0","0","African_American","Male"
"739","1",25,"0","0","1","African_American","Male"
"740","0",0,"0","1","0","African_American","Male"
"741","1",13,"0","0","0","African_American","Male"
"742","0",0,"1","0","0","Other","Male"
"743","0",4,"0","0","0","African_American","Female"
"744","0",0,"0","0","0","Caucasian","Male"
"745","0",0,"1","0","0","African_American","Female"
"746","0",3,"0","1","0","African_American","Male"
"747","0",1,"0","0","1","African_American","Female"
"748","1",1,"0","1","0","Caucasian","Male"
"749","0",3,"0","0","0","Caucasian","Male"
"750","1",6,"0","1","0","African_American","Male"
"751","1",4,"0","0","0","Other","Male"
"752","0",1,"0","0","0","African_American","Male"
"753","0",1,"1","0","0","Caucasian","Male"
"754","0",1,"0","0","0","African_American","Male"
"755","1",3,"0","1","0","Hispanic","Male"
"756","0",3,"1","0","0","African_American","Male"
"757","1",1,"0","1","1","Caucasian","Male"
"758","0",4,"0","0","0","African_American","Male"
"759","1",1,"0","0","0","Caucasian","Female"
"760","0",1,"0","0","0","African_American","Female"
"761","0",0,"0","0","1","Hispanic","Male"
"762","1",9,"0","0","0","African_American","Male"
"763","1",0,"0","0","0","Caucasian","Male"
"764","1",1,"1","0","0","Caucasian","Male"
"765","0",1,"0","0","1","Hispanic","Male"
"766","0",1,"1","0","1","Hispanic","Female"
"767","1",3,"0","0","1","African_American","Male"
"768","1",3,"0","0","0","African_American","Male"
"769","1",5,"0","0","1","African_American","Male"
"770","1",0,"1","0","1","Hispanic","Male"
"771","0",0,"0","0","1","Caucasian","Female"
"772","1",0,"0","0","0","African_American","Male"
"773","0",3,"0","0","1","Caucasian","Female"
"774","0",0,"1","0","1","Caucasian","Female"
"775","0",0,"0","1","0","Caucasian","Male"
"776","0",1,"0","0","0","Hispanic","Male"
"777","0",1,"0","0","0","Hispanic","Male"
"778","1",6,"0","0","1","African_American","Male"
"779","1",1,"0","1","0","African_American","Male"
"780","1",2,"1","0","0","African_American","Male"
"781","0",0,"0","0","1","African_American","Male"
"782","0",1,"1","0","0","Caucasian","Male"
"783","1",4,"0","0","1","African_American","Male"
"784","1",1,"1","0","0","Caucasian","Female"
"785","1",3,"1","0","0","African_American","Male"
"786","1",2,"0","1","0","African_American","Male"
"787","1",19,"0","0","0","African_American","Male"
"788","0",3,"1","0","1","African_American","Male"
"789","0",2,"0","0","0","Caucasian","Male"
"790","0",0,"1","0","1","African_American","Male"
"791","1",10,"0","0","1","African_American","Male"
"792","0",1,"0","0","0","African_American","Male"
"793","0",0,"1","0","1","Hispanic","Female"
"794","0",0,"1","0","1","Hispanic","Male"
"795","0",1,"1","0","0","Hispanic","Male"
"796","0",1,"0","0","1","Caucasian","Female"
"797","1",0,"0","0","1","Hispanic","Female"
"798","1",14,"0","0","0","African_American","Male"
"799","0",2,"0","1","0","African_American","Male"
"800","1",5,"0","0","0","African_American","Male"
"801","0",0,"1","0","1","Hispanic","Male"
"802","0",1,"0","0","0","Caucasian","Male"
"803","0",1,"0","1","0","African_American","Male"
"804","1",2,"0","0","1","African_American","Male"
"805","1",6,"0","1","0","African_American","Male"
"806","0",0,"0","0","0","Caucasian","Female"
"807","0",0,"0","1","0","Caucasian","Male"
"808","1",1,"0","0","1","African_American","Male"
"809","1",0,"1","0","0","African_American","Male"
"810","1",7,"0","0","0","African_American","Male"
"811","0",2,"0","0","0","Caucasian","Male"
"812","0",5,"0","0","0","Caucasian","Male"
"813","0",0,"0","1","1","Caucasian","Male"
"814","1",0,"0","1","1","Caucasian","Female"
"815","0",0,"1","0","0","African_American","Male"
"816","1",10,"0","0","0","African_American","Male"
"817","0",0,"0","1","1","Caucasian","Male"
"818","1",0,"0","1","1","Hispanic","Female"
"819","1",2,"0","1","0","African_American","Male"
"820","0",1,"0","0","1","Hispanic","Male"
"821","1",5,"0","0","1","African_American","Male"
"822","1",10,"0","0","0","African_American","Male"
"823","1",4,"1","0","1","African_American","Male"
"824","1",2,"0","1","1","Caucasian","Male"
"825","1",0,"0","0","1","African_American","Male"
"826","0",0,"0","1","0","African_American","Female"
"827","1",6,"1","0","1","African_American","Male"
"828","0",0,"0","0","0","African_American","Male"
"829","0",6,"0","1","1","African_American","Female"
"830","0",1,"0","0","1","African_American","Male"
"831","1",8,"0","0","0","Caucasian","Male"
"832","1",1,"0","1","1","African_American","Male"
"833","0",0,"0","0","0","Hispanic","Male"
"834","1",4,"0","0","1","African_American","Male"
"835","0",3,"0","0","0","African_American","Female"
"836","1",2,"0","1","0","African_American","Male"
"837","0",8,"0","0","0","Caucasian","Male"
"838","1",6,"0","0","0","African_American","Male"
"839","0",0,"0","0","1","Caucasian","Male"
"840","1",0,"0","1","0","African_American","Male"
"841","0",0,"0","1","1","African_American","Female"
"842","0",2,"1","0","0","Hispanic","Male"
"843","0",0,"0","0","1","African_American","Male"
"844","1",6,"0","0","0","African_American","Male"
"845","0",17,"1","0","1","African_American","Male"
"846","1",20,"1","0","0","Hispanic","Male"
"847","0",2,"0","1","0","Caucasian","Male"
"848","0",2,"0","1","1","African_American","Male"
"849","0",5,"0","0","0","African_American","Male"
"850","0",0,"1","0","1","Hispanic","Male"
"851","1",1,"0","1","0","Hispanic","Male"
"852","0",1,"1","0","1","Hispanic","Male"
"853","0",1,"0","0","0","African_American","Male"
"854","0",2,"0","0","0","African_American","Male"
"855","1",1,"0","1","1","Hispanic","Male"
"856","0",6,"0","0","0","Caucasian","Male"
"857","0",2,"0","0","0","African_American","Male"
"858","0",0,"0","0","0","African_American","Male"
"859","1",17,"0","0","1","African_American","Male"
"860","1",11,"0","0","1","African_American","Male"
"861","0",1,"0","0","0","African_American","Male"
"862","1",6,"0","0","0","African_American","Male"
"863","0",1,"1","0","0","Caucasian","Male"
"864","0",0,"1","0","1","Hispanic","Male"
"865","1",0,"1","0","0","Hispanic","Male"
"866","0",0,"1","0","0","African_American","Female"
"867","0",3,"0","1","1","Caucasian","Male"
"868","1",1,"1","0","0","Hispanic","Male"
"869","0",0,"0","0","0","Hispanic","Male"
"870","0",5,"1","0","0","African_American","Female"
"871","1",16,"0","0","0","African_American","Male"
"872","1",0,"0","0","0","Other","Male"
"873","1",5,"0","0","1","African_American","Female"
"874","0",0,"1","0","0","Caucasian","Male"
"875","0",1,"0","0","0","African_American","Male"
"876","1",3,"0","0","1","African_American","Male"
"877","1",13,"0","0","1","African_American","Male"
"878","0",2,"1","0","1","African_American","Male"
"879","0",1,"0","0","0","Caucasian","Male"
"880","0",5,"1","0","1","Caucasian","Male"
"881","0",1,"0","0","0","Other","Male"
"882","0",2,"1","0","0","Caucasian","Male"
"883","1",1,"0","0","1","African_American","Male"
"884","1",0,"0","0","1","African_American","Male"
"885","0",0,"1","0","1","Caucasian","Female"
"886","0",0,"0","1","1","African_American","Female"
"887","1",17,"1","0","0","African_American","Male"
"888","1",1,"0","0","0","African_American","Male"
"889","0",0,"0","0","0","African_American","Male"
"890","0",0,"0","0","1","Caucasian","Female"
"891","1",2,"0","0","1","Caucasian","Male"
"892","0",2,"0","0","1","African_American","Male"
"893","1",4,"0","0","1","African_American","Male"
"894","0",0,"0","1","1","Hispanic","Male"
"895","0",0,"0","0","0","African_American","Female"
"896","1",4,"0","0","0","African_American","Female"
"897","1",30,"1","0","1","Caucasian","Female"
"898","0",4,"1","0","0","African_American","Male"
"899","0",2,"0","0","0","African_American","Male"
"900","0",0,"0","0","0","Caucasian","Female"
"901","0",0,"0","0","0","Other","Male"
"902","0",0,"1","0","0","Caucasian","Male"
"903","0",2,"1","0","0","African_American","Male"
"904","0",19,"1","0","0","African_American","Male"
"905","1",5,"0","1","0","African_American","Male"
"906","1",0,"0","1","0","African_American","Male"
"907","1",0,"0","0","0","African_American","Male"
"908","0",2,"0","0","0","African_American","Male"
"909","0",4,"1","0","0","Caucasian","Female"
"910","1",1,"1","0","0","Caucasian","Male"
"911","1",8,"0","0","0","African_American","Male"
"912","0",3,"0","0","0","Caucasian","Male"
"913","0",1,"0","0","0","African_American","Male"
"914","1",10,"1","0","0","African_American","Male"
"915","0",0,"0","0","0","Hispanic","Male"
"916","0",2,"1","0","1","Caucasian","Male"
"917","0",1,"0","0","1","Caucasian","Male"
"918","0",0,"0","0","0","Caucasian","Male"
"919","1",1,"0","1","0","African_American","Female"
"920","0",0,"1","0","1","Hispanic","Male"
"921","0",0,"1","0","0","Caucasian","Male"
"922","1",1,"1","0","0","African_American","Male"
"923","0",2,"1","0","0","Caucasian","Male"
"924","0",6,"0","0","1","Caucasian","Male"
"925","1",1,"0","1","1","African_American","Male"
"926","0",0,"0","0","1","Hispanic","Male"
"927","0",0,"0","0","0","African_American","Male"
"928","0",0,"1","0","1","Hispanic","Female"
"929","1",9,"0","0","0","African_American","Male"
"930","0",2,"0","0","1","Caucasian","Male"
"931","1",0,"0","1","1","Caucasian","Male"
"932","0",18,"0","0","1","African_American","Male"
"933","1",5,"0","0","0","Caucasian","Female"
"934","1",1,"0","1","0","African_American","Male"
"935","0",0,"0","1","0","African_American","Female"
"936","0",8,"1","0","0","Caucasian","Male"
"937","0",7,"1","0","0","African_American","Male"
"938","0",3,"0","0","0","Caucasian","Male"
"939","0",2,"0","1","0","Caucasian","Female"
"940","1",0,"0","1","0","Hispanic","Male"
"941","1",3,"0","1","0","African_American","Female"
"942","1",3,"1","0","1","Caucasian","Male"
"943","0",4,"0","0","1","Caucasian","Male"
"944","0",1,"1","0","1","Caucasian","Male"
"945","0",1,"0","0","0","Other","Male"
"946","0",0,"0","1","1","Caucasian","Female"
"947","0",1,"0","0","0","Caucasian","Female"
"948","1",0,"0","0","1","African_American","Male"
"949","1",16,"0","0","0","African_American","Male"
"950","1",4,"0","0","1","African_American","Male"
"951","0",0,"0","1","0","African_American","Male"
"952","1",12,"0","0","1","African_American","Male"
"953","0",0,"0","0","1","Caucasian","Male"
"954","0",0,"0","0","1","Caucasian","Female"
"955","1",9,"0","0","0","African_American","Male"
"956","1",5,"0","0","0","African_American","Male"
"957","1",11,"0","0","0","African_American","Male"
"958","1",1,"1","0","0","African_American","Male"
"959","0",1,"1","0","0","African_American","Female"
"960","1",1,"0","0","1","African_American","Male"
"961","0",5,"1","0","0","African_American","Male"
"962","0",6,"1","0","1","Caucasian","Female"
"963","0",0,"0","0","1","Caucasian","Male"
"964","0",0,"0","1","0","African_American","Female"
